Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 224 -> Point 51, HEIDI Value: 1.0000
Point 224 -> Point 61, HEIDI Value: 1.0000
Point 224 -> Point 92, HEIDI Value: 1.0000
Point 224 -> Point 105, HEIDI Value: 1.0000
Point 224 -> Point 142, HEIDI Value: 1.0000
Point 224 -> Point 147, HEIDI Value: 1.0000
Point 224 -> Point 149, HEIDI Value: 1.0000
Point 224 -> Point 158, HEIDI Value: 1.0000
Point 224 -> Point 164, HEIDI Value: 1.0000
Point 224 -> Point 165, HEIDI Value: 1.0000
Point 224 -> Point 178, HEIDI Value: 1.0000
Point 224 -> Point 183, HEIDI Value: 1.0000
Point 224 -> Point 191, HEIDI Value: 1.0000
Point 224 -> Point 193, HEIDI Value: 1.0000
Point 224 -> Point 202, HEIDI Value: 1.0000
Point 224 -> Point 275, HEIDI Value: 1.0000
Point 225 -> Point 20, HEIDI Value: 1.0000
Point 225 -> Point 33, HEIDI Value: 1.0000
Point 225 -> Point 85, HEIDI Value: 1.0000
Point 225 -> Point 118, HEIDI Value: 1.0000
Point 225 -> Point 133, HEIDI Value: 1.0000
Point 225 -> Point 153, HEIDI Value: 1.0000
Point 225 -> Point 176, HEIDI Value: 1.0000
Point 225 -> Point 185, HEIDI Value: 1.0000
Point 225 -> Point 198, HEIDI Value: 1.0000
Point 225 -> Point 206, HEIDI Value: 1.0000
Point 225 -> Point 216, HEIDI Value: 1.0000
Point 225 -> Point 221, HEIDI Value: 1.0000
Point 225 -> Point 226, HEIDI Value: 1.0000
Point 225 -> Point 235, HEIDI Value: 1.0000
Point 225 -> Point 241, HEIDI Value: 1.0000
Point 225 -> Point 264, HEIDI Value: 1.0000
Point 225 -> Point 267, HEIDI Value: 1.0000
Point 226 -> Point 20, HEIDI Value: 1.0000
Point 226 -> Point 32, HEIDI Value: 1.0000
Point 226 -> Point 53, HEIDI Value: 1.0000
Point 226 -> Point 68, HEIDI Value: 1.0000
Point 226 -> Point 83, HEIDI Value: 1.0000
Point 226 -> Point 85, HEIDI Value: 1.0000
Point 226 -> Point 93, HEIDI Value: 1.0000
Point 226 -> Point 114, HEIDI Value: 1.0000
Point 226 -> Point 133, HEIDI Value: 1.0000
Point 226 -> Point 134, HEIDI Value: 1.0000
Point 226 -> Point 160, HEIDI Value: 1.0000
Point 226 -> Point 170, HEIDI Value: 1.0000
Point 226 -> Point 176, HEIDI Value: 1.0000
Point 226 -> Point 180, HEIDI Value: 1.0000
Point 226 -> Point 187, HEIDI Value: 1.0000
Point 226 -> Point 200, HEIDI Value: 1.0000
Point 226 -> Point 210, HEIDI Value: 1.0000
Point 226 -> Point 225, HEIDI Value: 1.0000
Point 226 -> Point 228, HEIDI Value: 1.0000
Point 226 -> Point 255, HEIDI Value: 1.0000
Point 226 -> Point 287, HEIDI Value: 1.0000
Point 227 -> Point 0, HEIDI Value: 1.0000
Point 227 -> Point 10, HEIDI Value: 1.0000
Point 227 -> Point 15, HEIDI Value: 1.0000
Point 227 -> Point 35, HEIDI Value: 1.0000
Point 227 -> Point 43, HEIDI Value: 1.0000
Point 227 -> Point 57, HEIDI Value: 1.0000
Point 227 -> Point 62, HEIDI Value: 1.0000
Point 227 -> Point 70, HEIDI Value: 1.0000
Point 227 -> Point 81, HEIDI Value: 1.0000
Point 227 -> Point 92, HEIDI Value: 1.0000
Point 227 -> Point 141, HEIDI Value: 1.0000
Point 227 -> Point 167, HEIDI Value: 1.0000
Point 227 -> Point 193, HEIDI Value: 1.0000
Point 227 -> Point 196, HEIDI Value: 1.0000
Point 227 -> Point 215, HEIDI Value: 1.0000
Point 227 -> Point 219, HEIDI Value: 1.0000
Point 227 -> Point 266, HEIDI Value: 1.0000
Point 227 -> Point 280, HEIDI Value: 1.0000
Point 227 -> Point 281, HEIDI Value: 1.0000
Point 227 -> Point 295, HEIDI Value: 1.0000
Point 227 -> Point 297, HEIDI Value: 1.0000
Point 228 -> Point 23, HEIDI Value: 1.0000
Point 228 -> Point 29, HEIDI Value: 1.0000
Point 228 -> Point 47, HEIDI Value: 1.0000
Point 228 -> Point 55, HEIDI Value: 1.0000
Point 228 -> Point 69, HEIDI Value: 1.0000
Point 228 -> Point 74, HEIDI Value: 1.0000
Point 228 -> Point 93, HEIDI Value: 1.0000
Point 228 -> Point 134, HEIDI Value: 1.0000
Point 228 -> Point 192, HEIDI Value: 1.0000
Point 228 -> Point 200, HEIDI Value: 1.0000
Point 228 -> Point 201, HEIDI Value: 1.0000
Point 228 -> Point 204, HEIDI Value: 1.0000
Point 228 -> Point 208, HEIDI Value: 1.0000
Point 228 -> Point 217, HEIDI Value: 1.0000
Point 228 -> Point 226, HEIDI Value: 1.0000
Point 228 -> Point 255, HEIDI Value: 1.0000
Point 228 -> Point 259, HEIDI Value: 1.0000
Point 228 -> Point 276, HEIDI Value: 1.0000
Point 228 -> Point 279, HEIDI Value: 1.0000
Point 228 -> Point 282, HEIDI Value: 1.0000
Point 228 -> Point 287, HEIDI Value: 1.0000
Point 228 -> Point 294, HEIDI Value: 1.0000
Point 228 -> Point 298, HEIDI Value: 1.0000
Point 229 -> Point 12, HEIDI Value: 1.0000
Point 229 -> Point 21, HEIDI Value: 1.0000
Point 229 -> Point 38, HEIDI Value: 1.0000
Point 229 -> Point 41, HEIDI Value: 1.0000
Point 229 -> Point 108, HEIDI Value: 1.0000
Point 229 -> Point 109, HEIDI Value: 1.0000
Point 229 -> Point 132, HEIDI Value: 1.0000
Point 229 -> Point 174, HEIDI Value: 1.0000
Point 229 -> Point 180, HEIDI Value: 1.0000
Point 229 -> Point 184, HEIDI Value: 1.0000
Point 229 -> Point 187, HEIDI Value: 1.0000
Point 229 -> Point 200, HEIDI Value: 1.0000
Point 229 -> Point 212, HEIDI Value: 1.0000
Point 229 -> Point 213, HEIDI Value: 1.0000
Point 229 -> Point 230, HEIDI Value: 1.0000
Point 229 -> Point 234, HEIDI Value: 1.0000
Point 229 -> Point 237, HEIDI Value: 1.0000
Point 229 -> Point 238, HEIDI Value: 1.0000
Point 229 -> Point 255, HEIDI Value: 1.0000
Point 229 -> Point 268, HEIDI Value: 1.0000
Point 229 -> Point 292, HEIDI Value: 1.0000
Point 230 -> Point 12, HEIDI Value: 1.0000
Point 230 -> Point 40, HEIDI Value: 1.0000
Point 230 -> Point 44, HEIDI Value: 1.0000
Point 230 -> Point 58, HEIDI Value: 1.0000
Point 230 -> Point 63, HEIDI Value: 1.0000
Point 230 -> Point 69, HEIDI Value: 1.0000
Point 230 -> Point 74, HEIDI Value: 1.0000
Point 230 -> Point 132, HEIDI Value: 1.0000
Point 230 -> Point 135, HEIDI Value: 1.0000
Point 230 -> Point 146, HEIDI Value: 1.0000
Point 230 -> Point 180, HEIDI Value: 1.0000
Point 230 -> Point 189, HEIDI Value: 1.0000
Point 230 -> Point 229, HEIDI Value: 1.0000
Point 230 -> Point 237, HEIDI Value: 1.0000
Point 230 -> Point 250, HEIDI Value: 1.0000
Point 230 -> Point 251, HEIDI Value: 1.0000
Point 230 -> Point 279, HEIDI Value: 1.0000
Point 231 -> Point 23, HEIDI Value: 1.0000
Point 231 -> Point 37, HEIDI Value: 1.0000
Point 231 -> Point 42, HEIDI Value: 1.0000
Point 231 -> Point 44, HEIDI Value: 1.0000
Point 231 -> Point 49, HEIDI Value: 1.0000
Point 231 -> Point 66, HEIDI Value: 1.0000
Point 231 -> Point 80, HEIDI Value: 1.0000
Point 231 -> Point 84, HEIDI Value: 1.0000
Point 231 -> Point 95, HEIDI Value: 1.0000
Point 231 -> Point 127, HEIDI Value: 1.0000
Point 231 -> Point 133, HEIDI Value: 1.0000
Point 231 -> Point 156, HEIDI Value: 1.0000
Point 231 -> Point 173, HEIDI Value: 1.0000
Point 231 -> Point 176, HEIDI Value: 1.0000
Point 231 -> Point 190, HEIDI Value: 1.0000
Point 231 -> Point 207, HEIDI Value: 1.0000
Point 231 -> Point 210, HEIDI Value: 1.0000
Point 231 -> Point 236, HEIDI Value: 1.0000
Point 231 -> Point 237, HEIDI Value: 1.0000
Point 231 -> Point 264, HEIDI Value: 1.0000
Point 232 -> Point 27, HEIDI Value: 1.0000
Point 232 -> Point 82, HEIDI Value: 1.0000
Point 232 -> Point 86, HEIDI Value: 1.0000
Point 232 -> Point 98, HEIDI Value: 1.0000
Point 232 -> Point 99, HEIDI Value: 1.0000
Point 232 -> Point 115, HEIDI Value: 1.0000
Point 232 -> Point 145, HEIDI Value: 1.0000
Point 232 -> Point 149, HEIDI Value: 1.0000
Point 232 -> Point 150, HEIDI Value: 1.0000
Point 232 -> Point 154, HEIDI Value: 1.0000
Point 232 -> Point 191, HEIDI Value: 1.0000
Point 232 -> Point 197, HEIDI Value: 1.0000
Point 232 -> Point 209, HEIDI Value: 1.0000
Point 232 -> Point 220, HEIDI Value: 1.0000
Point 232 -> Point 222, HEIDI Value: 1.0000
Point 232 -> Point 262, HEIDI Value: 1.0000
Point 232 -> Point 266, HEIDI Value: 1.0000
Point 232 -> Point 280, HEIDI Value: 1.0000
Point 232 -> Point 281, HEIDI Value: 1.0000
Point 232 -> Point 286, HEIDI Value: 1.0000
Point 233 -> Point 13, HEIDI Value: 1.0000
Point 233 -> Point 40, HEIDI Value: 1.0000
Point 233 -> Point 48, HEIDI Value: 1.0000
Point 233 -> Point 93, HEIDI Value: 1.0000
Point 233 -> Point 111, HEIDI Value: 1.0000
Point 233 -> Point 119, HEIDI Value: 1.0000
Point 233 -> Point 135, HEIDI Value: 1.0000
Point 233 -> Point 152, HEIDI Value: 1.0000
Point 233 -> Point 160, HEIDI Value: 1.0000
Point 233 -> Point 190, HEIDI Value: 1.0000
Point 233 -> Point 195, HEIDI Value: 1.0000
Point 233 -> Point 201, HEIDI Value: 1.0000
Point 233 -> Point 211, HEIDI Value: 1.0000
Point 233 -> Point 230, HEIDI Value: 1.0000
Point 233 -> Point 242, HEIDI Value: 1.0000
Point 233 -> Point 248, HEIDI Value: 1.0000
Point 233 -> Point 279, HEIDI Value: 1.0000
Point 233 -> Point 292, HEIDI Value: 1.0000
Point 234 -> Point 13, HEIDI Value: 1.0000
Point 234 -> Point 59, HEIDI Value: 1.0000
Point 234 -> Point 63, HEIDI Value: 1.0000
Point 234 -> Point 68, HEIDI Value: 1.0000
Point 234 -> Point 73, HEIDI Value: 1.0000
Point 234 -> Point 91, HEIDI Value: 1.0000
Point 234 -> Point 109, HEIDI Value: 1.0000
Point 234 -> Point 112, HEIDI Value: 1.0000
Point 234 -> Point 146, HEIDI Value: 1.0000
Point 234 -> Point 151, HEIDI Value: 1.0000
Point 234 -> Point 157, HEIDI Value: 1.0000
Point 234 -> Point 169, HEIDI Value: 1.0000
Point 234 -> Point 211, HEIDI Value: 1.0000
Point 234 -> Point 238, HEIDI Value: 1.0000
Point 234 -> Point 251, HEIDI Value: 1.0000
Point 234 -> Point 277, HEIDI Value: 1.0000
Point 234 -> Point 287, HEIDI Value: 1.0000
Point 235 -> Point 28, HEIDI Value: 1.0000
Point 235 -> Point 31, HEIDI Value: 1.0000
Point 235 -> Point 32, HEIDI Value: 1.0000
Point 235 -> Point 33, HEIDI Value: 1.0000
Point 235 -> Point 52, HEIDI Value: 1.0000
Point 235 -> Point 64, HEIDI Value: 1.0000
Point 235 -> Point 73, HEIDI Value: 1.0000
Point 235 -> Point 127, HEIDI Value: 1.0000
Point 235 -> Point 138, HEIDI Value: 1.0000
Point 235 -> Point 148, HEIDI Value: 1.0000
Point 235 -> Point 159, HEIDI Value: 1.0000
Point 235 -> Point 208, HEIDI Value: 1.0000
Point 235 -> Point 210, HEIDI Value: 1.0000
Point 235 -> Point 223, HEIDI Value: 1.0000
Point 235 -> Point 269, HEIDI Value: 1.0000
Point 235 -> Point 284, HEIDI Value: 1.0000
Point 236 -> Point 41, HEIDI Value: 1.0000
Point 236 -> Point 44, HEIDI Value: 1.0000
Point 236 -> Point 56, HEIDI Value: 1.0000
Point 236 -> Point 68, HEIDI Value: 1.0000
Point 236 -> Point 102, HEIDI Value: 1.0000
Point 236 -> Point 112, HEIDI Value: 1.0000
Point 236 -> Point 118, HEIDI Value: 1.0000
Point 236 -> Point 146, HEIDI Value: 1.0000
Point 236 -> Point 157, HEIDI Value: 1.0000
Point 236 -> Point 169, HEIDI Value: 1.0000
Point 236 -> Point 186, HEIDI Value: 1.0000
Point 236 -> Point 190, HEIDI Value: 1.0000
Point 236 -> Point 213, HEIDI Value: 1.0000
Point 236 -> Point 231, HEIDI Value: 1.0000
Point 236 -> Point 238, HEIDI Value: 1.0000
Point 236 -> Point 259, HEIDI Value: 1.0000
Point 236 -> Point 287, HEIDI Value: 1.0000
Point 237 -> Point 6, HEIDI Value: 1.0000
Point 237 -> Point 12, HEIDI Value: 1.0000
Point 237 -> Point 23, HEIDI Value: 1.0000
Point 237 -> Point 42, HEIDI Value: 1.0000
Point 237 -> Point 58, HEIDI Value: 1.0000
Point 237 -> Point 66, HEIDI Value: 1.0000
Point 237 -> Point 84, HEIDI Value: 1.0000
Point 237 -> Point 114, HEIDI Value: 1.0000
Point 237 -> Point 127, HEIDI Value: 1.0000
Point 237 -> Point 133, HEIDI Value: 1.0000
Point 237 -> Point 135, HEIDI Value: 1.0000
Point 237 -> Point 146, HEIDI Value: 1.0000
Point 237 -> Point 160, HEIDI Value: 1.0000
Point 237 -> Point 166, HEIDI Value: 1.0000
Point 237 -> Point 174, HEIDI Value: 1.0000
Point 237 -> Point 176, HEIDI Value: 1.0000
Point 237 -> Point 210, HEIDI Value: 1.0000
Point 237 -> Point 212, HEIDI Value: 1.0000
Point 237 -> Point 223, HEIDI Value: 1.0000
Point 237 -> Point 229, HEIDI Value: 1.0000
Point 237 -> Point 231, HEIDI Value: 1.0000
Point 237 -> Point 242, HEIDI Value: 1.0000
Point 237 -> Point 269, HEIDI Value: 1.0000
Point 238 -> Point 14, HEIDI Value: 1.0000
Point 238 -> Point 37, HEIDI Value: 1.0000
Point 238 -> Point 63, HEIDI Value: 1.0000
Point 238 -> Point 73, HEIDI Value: 1.0000
Point 238 -> Point 87, HEIDI Value: 1.0000
Point 238 -> Point 111, HEIDI Value: 1.0000
Point 238 -> Point 118, HEIDI Value: 1.0000
Point 238 -> Point 133, HEIDI Value: 1.0000
Point 238 -> Point 146, HEIDI Value: 1.0000
Point 238 -> Point 156, HEIDI Value: 1.0000
Point 238 -> Point 169, HEIDI Value: 1.0000
Point 238 -> Point 204, HEIDI Value: 1.0000
Point 238 -> Point 236, HEIDI Value: 1.0000
Point 238 -> Point 251, HEIDI Value: 1.0000
Point 238 -> Point 267, HEIDI Value: 1.0000
Point 238 -> Point 277, HEIDI Value: 1.0000
Point 238 -> Point 287, HEIDI Value: 1.0000
Point 239 -> Point 26, HEIDI Value: 1.0000
Point 239 -> Point 33, HEIDI Value: 1.0000
Point 239 -> Point 41, HEIDI Value: 1.0000
Point 239 -> Point 44, HEIDI Value: 1.0000
Point 239 -> Point 47, HEIDI Value: 1.0000
Point 239 -> Point 49, HEIDI Value: 1.0000
Point 239 -> Point 52, HEIDI Value: 1.0000
Point 239 -> Point 55, HEIDI Value: 1.0000
Point 239 -> Point 56, HEIDI Value: 1.0000
Point 239 -> Point 58, HEIDI Value: 1.0000
Point 239 -> Point 63, HEIDI Value: 1.0000
Point 239 -> Point 77, HEIDI Value: 1.0000
Point 239 -> Point 87, HEIDI Value: 1.0000
Point 239 -> Point 102, HEIDI Value: 1.0000
Point 239 -> Point 111, HEIDI Value: 1.0000
Point 239 -> Point 186, HEIDI Value: 1.0000
Point 239 -> Point 189, HEIDI Value: 1.0000
Point 239 -> Point 190, HEIDI Value: 1.0000
Point 239 -> Point 211, HEIDI Value: 1.0000
Point 239 -> Point 268, HEIDI Value: 1.0000
Point 239 -> Point 292, HEIDI Value: 1.0000
Point 240 -> Point 5, HEIDI Value: 1.0000
Point 240 -> Point 22, HEIDI Value: 1.0000
Point 240 -> Point 27, HEIDI Value: 1.0000
Point 240 -> Point 30, HEIDI Value: 1.0000
Point 240 -> Point 35, HEIDI Value: 1.0000
Point 240 -> Point 72, HEIDI Value: 1.0000
Point 240 -> Point 86, HEIDI Value: 1.0000
Point 240 -> Point 88, HEIDI Value: 1.0000
Point 240 -> Point 99, HEIDI Value: 1.0000
Point 240 -> Point 101, HEIDI Value: 1.0000
Point 240 -> Point 117, HEIDI Value: 1.0000
Point 240 -> Point 129, HEIDI Value: 1.0000
Point 240 -> Point 142, HEIDI Value: 1.0000
Point 240 -> Point 143, HEIDI Value: 1.0000
Point 240 -> Point 150, HEIDI Value: 1.0000
Point 240 -> Point 154, HEIDI Value: 1.0000
Point 240 -> Point 196, HEIDI Value: 1.0000
Point 240 -> Point 220, HEIDI Value: 1.0000
Point 240 -> Point 232, HEIDI Value: 1.0000
Point 240 -> Point 253, HEIDI Value: 1.0000
Point 240 -> Point 275, HEIDI Value: 1.0000
Point 240 -> Point 286, HEIDI Value: 1.0000
Point 240 -> Point 295, HEIDI Value: 1.0000
Point 240 -> Point 297, HEIDI Value: 1.0000
Point 241 -> Point 26, HEIDI Value: 1.0000
Point 241 -> Point 49, HEIDI Value: 1.0000
Point 241 -> Point 80, HEIDI Value: 1.0000
Point 241 -> Point 83, HEIDI Value: 1.0000
Point 241 -> Point 114, HEIDI Value: 1.0000
Point 241 -> Point 133, HEIDI Value: 1.0000
Point 241 -> Point 201, HEIDI Value: 1.0000
Point 241 -> Point 206, HEIDI Value: 1.0000
Point 241 -> Point 216, HEIDI Value: 1.0000
Point 241 -> Point 225, HEIDI Value: 1.0000
Point 241 -> Point 237, HEIDI Value: 1.0000
Point 241 -> Point 242, HEIDI Value: 1.0000
Point 241 -> Point 247, HEIDI Value: 1.0000
Point 241 -> Point 257, HEIDI Value: 1.0000
Point 241 -> Point 282, HEIDI Value: 1.0000
Point 241 -> Point 291, HEIDI Value: 1.0000
Point 242 -> Point 29, HEIDI Value: 1.0000
Point 242 -> Point 34, HEIDI Value: 1.0000
Point 242 -> Point 42, HEIDI Value: 1.0000
Point 242 -> Point 64, HEIDI Value: 1.0000
Point 242 -> Point 84, HEIDI Value: 1.0000
Point 242 -> Point 119, HEIDI Value: 1.0000
Point 242 -> Point 166, HEIDI Value: 1.0000
Point 242 -> Point 184, HEIDI Value: 1.0000
Point 242 -> Point 192, HEIDI Value: 1.0000
Point 242 -> Point 195, HEIDI Value: 1.0000
Point 242 -> Point 207, HEIDI Value: 1.0000
Point 242 -> Point 230, HEIDI Value: 1.0000
Point 242 -> Point 233, HEIDI Value: 1.0000
Point 242 -> Point 250, HEIDI Value: 1.0000
Point 242 -> Point 257, HEIDI Value: 1.0000
Point 242 -> Point 276, HEIDI Value: 1.0000
Point 242 -> Point 282, HEIDI Value: 1.0000
Point 242 -> Point 291, HEIDI Value: 1.0000
Point 242 -> Point 298, HEIDI Value: 1.0000
Point 243 -> Point 8, HEIDI Value: 1.0000
Point 243 -> Point 50, HEIDI Value: 1.0000
Point 243 -> Point 61, HEIDI Value: 1.0000
Point 243 -> Point 78, HEIDI Value: 1.0000
Point 243 -> Point 89, HEIDI Value: 1.0000
Point 243 -> Point 106, HEIDI Value: 1.0000
Point 243 -> Point 130, HEIDI Value: 1.0000
Point 243 -> Point 143, HEIDI Value: 1.0000
Point 243 -> Point 144, HEIDI Value: 1.0000
Point 243 -> Point 165, HEIDI Value: 1.0000
Point 243 -> Point 205, HEIDI Value: 1.0000
Point 244 -> Point 15, HEIDI Value: 1.0000
Point 244 -> Point 17, HEIDI Value: 1.0000
Point 244 -> Point 30, HEIDI Value: 1.0000
Point 244 -> Point 39, HEIDI Value: 1.0000
Point 244 -> Point 76, HEIDI Value: 1.0000
Point 244 -> Point 86, HEIDI Value: 1.0000
Point 244 -> Point 92, HEIDI Value: 1.0000
Point 244 -> Point 128, HEIDI Value: 1.0000
Point 244 -> Point 142, HEIDI Value: 1.0000
Point 244 -> Point 158, HEIDI Value: 1.0000
Point 244 -> Point 164, HEIDI Value: 1.0000
Point 244 -> Point 171, HEIDI Value: 1.0000
Point 244 -> Point 178, HEIDI Value: 1.0000
Point 244 -> Point 183, HEIDI Value: 1.0000
Point 244 -> Point 193, HEIDI Value: 1.0000
Point 244 -> Point 202, HEIDI Value: 1.0000
Point 244 -> Point 275, HEIDI Value: 1.0000
Point 245 -> Point 30, HEIDI Value: 1.0000
Point 245 -> Point 57, HEIDI Value: 1.0000
Point 245 -> Point 70, HEIDI Value: 1.0000
Point 245 -> Point 92, HEIDI Value: 1.0000
Point 245 -> Point 96, HEIDI Value: 1.0000
Point 245 -> Point 115, HEIDI Value: 1.0000
Point 245 -> Point 136, HEIDI Value: 1.0000
Point 245 -> Point 141, HEIDI Value: 1.0000
Point 245 -> Point 142, HEIDI Value: 1.0000
Point 245 -> Point 155, HEIDI Value: 1.0000
Point 245 -> Point 178, HEIDI Value: 1.0000
Point 245 -> Point 182, HEIDI Value: 1.0000
Point 245 -> Point 193, HEIDI Value: 1.0000
Point 245 -> Point 214, HEIDI Value: 1.0000
Point 245 -> Point 218, HEIDI Value: 1.0000
Point 245 -> Point 252, HEIDI Value: 1.0000
Point 245 -> Point 256, HEIDI Value: 1.0000
Point 245 -> Point 273, HEIDI Value: 1.0000
Point 245 -> Point 280, HEIDI Value: 1.0000
Point 245 -> Point 283, HEIDI Value: 1.0000
Point 245 -> Point 289, HEIDI Value: 1.0000
Point 246 -> Point 9, HEIDI Value: 1.0000
Point 246 -> Point 29, HEIDI Value: 1.0000
Point 246 -> Point 31, HEIDI Value: 1.0000
Point 246 -> Point 45, HEIDI Value: 1.0000
Point 246 -> Point 47, HEIDI Value: 1.0000
Point 246 -> Point 71, HEIDI Value: 1.0000
Point 246 -> Point 91, HEIDI Value: 1.0000
Point 246 -> Point 103, HEIDI Value: 1.0000
Point 246 -> Point 132, HEIDI Value: 1.0000
Point 246 -> Point 168, HEIDI Value: 1.0000
Point 246 -> Point 179, HEIDI Value: 1.0000
Point 246 -> Point 185, HEIDI Value: 1.0000
Point 246 -> Point 199, HEIDI Value: 1.0000
Point 246 -> Point 216, HEIDI Value: 1.0000
Point 246 -> Point 235, HEIDI Value: 1.0000
Point 246 -> Point 276, HEIDI Value: 1.0000
Point 246 -> Point 284, HEIDI Value: 1.0000
Point 246 -> Point 293, HEIDI Value: 1.0000
Point 246 -> Point 294, HEIDI Value: 1.0000
Point 247 -> Point 24, HEIDI Value: 1.0000
Point 247 -> Point 26, HEIDI Value: 1.0000
Point 247 -> Point 38, HEIDI Value: 1.0000
Point 247 -> Point 42, HEIDI Value: 1.0000
Point 247 -> Point 65, HEIDI Value: 1.0000
Point 247 -> Point 85, HEIDI Value: 1.0000
Point 247 -> Point 112, HEIDI Value: 1.0000
Point 247 -> Point 119, HEIDI Value: 1.0000
Point 247 -> Point 146, HEIDI Value: 1.0000
Point 247 -> Point 168, HEIDI Value: 1.0000
Point 247 -> Point 184, HEIDI Value: 1.0000
Point 247 -> Point 192, HEIDI Value: 1.0000
Point 247 -> Point 200, HEIDI Value: 1.0000
Point 247 -> Point 201, HEIDI Value: 1.0000
Point 247 -> Point 217, HEIDI Value: 1.0000
Point 247 -> Point 241, HEIDI Value: 1.0000
Point 247 -> Point 268, HEIDI Value: 1.0000
Point 247 -> Point 282, HEIDI Value: 1.0000
Point 247 -> Point 294, HEIDI Value: 1.0000
Point 248 -> Point 14, HEIDI Value: 1.0000
Point 248 -> Point 45, HEIDI Value: 1.0000
Point 248 -> Point 48, HEIDI Value: 1.0000
Point 248 -> Point 77, HEIDI Value: 1.0000
Point 248 -> Point 91, HEIDI Value: 1.0000
Point 248 -> Point 93, HEIDI Value: 1.0000
Point 248 -> Point 108, HEIDI Value: 1.0000
Point 248 -> Point 110, HEIDI Value: 1.0000
Point 248 -> Point 111, HEIDI Value: 1.0000
Point 248 -> Point 116, HEIDI Value: 1.0000
Point 248 -> Point 190, HEIDI Value: 1.0000
Point 248 -> Point 233, HEIDI Value: 1.0000
Point 248 -> Point 291, HEIDI Value: 1.0000
Point 249 -> Point 5, HEIDI Value: 1.0000
Point 249 -> Point 18, HEIDI Value: 1.0000
Point 249 -> Point 57, HEIDI Value: 1.0000
Point 249 -> Point 72, HEIDI Value: 1.0000
Point 249 -> Point 78, HEIDI Value: 1.0000
Point 249 -> Point 88, HEIDI Value: 1.0000
Point 249 -> Point 97, HEIDI Value: 1.0000
Point 249 -> Point 104, HEIDI Value: 1.0000
Point 249 -> Point 117, HEIDI Value: 1.0000
Point 249 -> Point 120, HEIDI Value: 1.0000
Point 249 -> Point 121, HEIDI Value: 1.0000
Point 249 -> Point 123, HEIDI Value: 1.0000
Point 249 -> Point 129, HEIDI Value: 1.0000
Point 249 -> Point 130, HEIDI Value: 1.0000
Point 249 -> Point 131, HEIDI Value: 1.0000
Point 249 -> Point 154, HEIDI Value: 1.0000
Point 249 -> Point 161, HEIDI Value: 1.0000
Point 249 -> Point 162, HEIDI Value: 1.0000
Point 249 -> Point 172, HEIDI Value: 1.0000
Point 249 -> Point 188, HEIDI Value: 1.0000
Point 250 -> Point 71, HEIDI Value: 1.0000
Point 250 -> Point 93, HEIDI Value: 1.0000
Point 250 -> Point 111, HEIDI Value: 1.0000
Point 250 -> Point 119, HEIDI Value: 1.0000
Point 250 -> Point 132, HEIDI Value: 1.0000
Point 250 -> Point 135, HEIDI Value: 1.0000
Point 250 -> Point 151, HEIDI Value: 1.0000
Point 250 -> Point 152, HEIDI Value: 1.0000
Point 250 -> Point 160, HEIDI Value: 1.0000
Point 250 -> Point 170, HEIDI Value: 1.0000
Point 250 -> Point 190, HEIDI Value: 1.0000
Point 250 -> Point 230, HEIDI Value: 1.0000
Point 250 -> Point 242, HEIDI Value: 1.0000
Point 250 -> Point 257, HEIDI Value: 1.0000
Point 250 -> Point 279, HEIDI Value: 1.0000
Point 250 -> Point 291, HEIDI Value: 1.0000
Point 250 -> Point 292, HEIDI Value: 1.0000
Point 251 -> Point 14, HEIDI Value: 1.0000
Point 251 -> Point 26, HEIDI Value: 1.0000
Point 251 -> Point 73, HEIDI Value: 1.0000
Point 251 -> Point 74, HEIDI Value: 1.0000
Point 251 -> Point 87, HEIDI Value: 1.0000
Point 251 -> Point 91, HEIDI Value: 1.0000
Point 251 -> Point 108, HEIDI Value: 1.0000
Point 251 -> Point 116, HEIDI Value: 1.0000
Point 251 -> Point 153, HEIDI Value: 1.0000
Point 251 -> Point 189, HEIDI Value: 1.0000
Point 251 -> Point 230, HEIDI Value: 1.0000
Point 251 -> Point 234, HEIDI Value: 1.0000
Point 251 -> Point 239, HEIDI Value: 1.0000
Point 251 -> Point 248, HEIDI Value: 1.0000
Point 251 -> Point 277, HEIDI Value: 1.0000
Point 252 -> Point 18, HEIDI Value: 1.0000
Point 252 -> Point 57, HEIDI Value: 1.0000
Point 252 -> Point 70, HEIDI Value: 1.0000
Point 252 -> Point 88, HEIDI Value: 1.0000
Point 252 -> Point 97, HEIDI Value: 1.0000
Point 252 -> Point 124, HEIDI Value: 1.0000
Point 252 -> Point 125, HEIDI Value: 1.0000
Point 252 -> Point 171, HEIDI Value: 1.0000
Point 252 -> Point 218, HEIDI Value: 1.0000
Point 252 -> Point 245, HEIDI Value: 1.0000
Point 252 -> Point 256, HEIDI Value: 1.0000
Point 252 -> Point 263, HEIDI Value: 1.0000
Point 252 -> Point 266, HEIDI Value: 1.0000
Point 252 -> Point 273, HEIDI Value: 1.0000
Point 252 -> Point 297, HEIDI Value: 1.0000
Point 253 -> Point 12, HEIDI Value: 1.0000
Point 253 -> Point 17, HEIDI Value: 1.0000
Point 253 -> Point 22, HEIDI Value: 1.0000
Point 253 -> Point 30, HEIDI Value: 1.0000
Point 253 -> Point 88, HEIDI Value: 1.0000
